track_id,artists,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
82447,´Goule,Electro Lofi,44,115200,False,0.662,0.365,7,-13.033,1,0.0762,0.606,0.839,0.756,0.184,74.995,4,study
46146,George Jones,In The Garden,18,208333,False,0.377,0.389,7,-7.792,1,0.028,0.671,3.14e-06,0.22,0.193,107.736,3,honky-tonk
87029,F.G. Noise;Costa Pantazis,Bergen Street - Radio Edit,29,220000,False,0.188,0.991,7,-6.503,1,0.0917,0.00161,0.875,0.575,0.178,137.991,4,trance
17625,John Caparulo,"Caplets: September, 2015",21,337535,False,0.633,0.346,10,-16.4,0,0.947,0.876,0.0,0.721,0.512,107.818,4,comedy
28157,Marshmello;Mae Muller;Trippie Redd,American Psycho (with Mae Muller feat. Trippie Redd),67,153195,False,0.617,0.514,9,-7.099,1,0.0722,0.0154,0.0,0.118,0.365,81.067,4,edm
1495,Euforquestra;Kyle Hollingsworth,Instant Coffee (feat. Kyle Hollingsworth),19,306200,False,0.717,0.777,5,-4.229,1,0.0744,0.239,0.725,0.162,0.792,101.941,4,afrobeat
39407,Sick Puppies,All The Same,57,258586,False,0.311,0.76,0,-6.301,1,0.0364,0.000962,0.0,0.104,0.189,177.592,3,grunge
12504,Mark Farina,Cha Cha Cha Cha (Japanese Version) - Remix '92,10,349266,False,0.745,0.88,2,-10.711,1,0.0611,0.0747,0.133,0.352,0.6,134.018,4,chicago-house
61724,Green Velvet,Preacher Man - 2012 Remix,17,540632,False,0.762,0.849,0,-6.572,1,0.303,0.00178,2.44e-05,0.334,0.726,124.988,4,minimal-techno
81967,Nacho Vegas,Serie negra,27,269933,False,0.5,0.57,2,-7.108,1,0.0399,0.597,1.76e-05,0.32,0.264,114.71,4,spanish
51630,Chronic Law,Nuh Frighten Fi Ntn,23,237270,False,0.567,0.571,5,-7.474,1,0.261,0.715,0.0,0.105,0.533,99.32,4,j-dance
70278,The Beach Boys;Royal Philharmonic Orchestra,Wouldn’t It Be Nice,49,193399,False,0.352,0.597,9,-6.603,0,0.0361,0.522,4.66e-06,0.142,0.316,125.014,4,psych-rock
81129,Majid Jordan,Waves of Blue,0,208746,False,0.652,0.861,6,-4.863,0,0.0565,0.00743,2.25e-05,0.337,0.333,99.983,4,soul
7773,Sam Tinnesz,Bloodshot,59,200061,False,0.671,0.762,6,-4.028,1,0.0511,0.0594,0.0,0.168,0.535,126.02,4,blues
43405,the Unbreakable,Hallo Vriendjes (Hardstyle),29,118000,False,0.513,0.945,2,-2.56,1,0.0343,0.00286,0.048,0.282,0.686,150.067,4,hardstyle
50821,Spuntic,Recurrance Time,0,214674,False,0.301,0.361,2,-20.417,1,0.0771,0.933,0.941,0.122,0.0568,196.981,4,iranian
28830,Jeremy Zucker,Cry with you,65,217040,True,0.516,0.323,2,-9.688,1,0.0716,0.489,4.82e-06,0.189,0.386,159.861,3,electro
19331,Tiësto;Mabel,God Is A Dancer,0,168125,False,0.798,0.747,1,-3.91,0,0.0808,0.0284,1.9e-06,0.344,0.805,120.002,4,dance
42376,Guns N' Roses,It's So Easy,63,201360,True,0.374,0.973,8,-10.098,1,0.128,0.0134,9.84e-06,0.0947,0.218,150.634,4,hard-rock
26056,Benny Page;Sweetie Irie;Congo Natty,Power,18,212190,False,0.598,0.976,2,-2.342,0,0.0748,0.00373,0.000964,0.145,0.549,173.928,4,drum-and-bass
83633,Barbados,Pojkarna i poolen,39,186706,False,0.592,0.976,2,-3.203,1,0.0373,0.148,0.0,0.272,0.969,152.063,4,swedish
65890,Nico Gemba,2 Millionen Gründe,24,192187,False,0.602,0.963,0,-3.657,1,0.0382,0.0449,0.0,0.184,0.842,128.009,4,party
37599,Autopsy,Dark Crusade,18,234173,False,0.285,0.989,7,-7.326,1,0.12,0.24,0.787,0.39,0.039,112.138,4,grindcore
68677,Nick Lowe,Switchboard Susan,23,229383,False,0.634,0.75,10,-9.045,1,0.029,0.0563,0.000504,0.0547,0.815,138.674,4,power-pop
15812,Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien,"6 Variations in G minor for Piano & Violin on ""Hélas, j'ai perdu mon amant"" K.360: Var. VI",17,61826,False,0.368,0.115,0,-22.659,0,0.0457,0.985,0.163,0.121,0.503,85.384,4,classical
77286,Loubet,"Muié, Chapéu e Butina - Ao Vivo",47,187595,False,0.668,0.819,5,-5.859,1,0.117,0.284,0.0,0.967,0.796,171.911,4,sertanejo
25100,Lebo M.,Mbube,39,116093,False,0.692,0.603,1,-6.952,1,0.127,0.599,0.00645,0.137,0.643,138.065,4,disney
53942,neguse.,秋の終,37,225960,False,0.387,0.843,8,-3.44,1,0.0523,0.00287,0.0,0.367,0.625,185.682,4,j-pop
75694,Cuco Valoy,Mendigo De Amor,32,290946,False,0.699,0.765,9,-5.722,0,0.0338,0.744,0.000162,0.0719,0.852,163.006,4,salsa
81255,Andra Day,Rise Up,0,253342,False,0.397,0.316,1,-7.031,1,0.0365,0.805,0.0,0.295,0.175,117.562,4,soul
55209,BTS;Megan Thee Stallion,Butter - Megan Thee Stallion Remix,70,164457,False,0.739,0.588,8,-4.971,1,0.136,0.00308,0.0,0.109,0.774,109.958,4,k-pop
2430,Jet,Are You Gonna Be My Girl,1,215000,False,0.598,0.95,2,-3.358,1,0.0848,0.00167,0.000388,0.154,0.577,105.267,4,alt-rock
85798,Alberto Gomez,El Punal Sevillano,15,199573,False,0.748,0.276,2,-11.203,0,0.0403,0.879,0.00148,0.0615,0.964,126.201,4,tango
37522,Discordance Axis,Loveless,17,87893,False,0.132,0.97,7,-5.904,1,0.102,4.29e-06,0.869,0.243,0.0371,83.561,3,grindcore
44320,Almafuerte,Yo Traigo la Semilla,32,241320,False,0.339,0.933,7,-2.892,1,0.0502,0.00164,3.15e-06,0.104,0.461,142.518,4,heavy-metal
46218,George Jones,Your Heart Turned Left (And I Was On The Right),17,135573,False,0.636,0.733,5,-7.515,1,0.0611,0.364,8.32e-06,0.731,0.903,92.938,4,honky-tonk
44814,OConnor,Yo Sé Que Sabés,21,272133,False,0.464,0.862,2,-2.849,1,0.0349,0.000322,0.0,0.36,0.611,147.931,4,heavy-metal
39159,Staind,It's Been Awhile,65,264706,True,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,4,grunge
17719,Keith Alberstadt,Creepy Smile,21,56490,False,0.524,0.756,8,-12.18,1,0.916,0.82,2.92e-06,0.792,0.383,89.874,1,comedy
36964,Parham,Facetime,25,169403,False,0.549,0.558,0,-7.036,0,0.0676,0.472,0.0,0.111,0.395,103.387,4,goth
43962,Zyon,Crashing Down,21,150580,False,0.283,0.834,1,-6.22,1,0.0474,2.8e-05,0.00152,0.916,0.274,77.598,4,hardstyle
40627,Django Reinhardt,I'll See You in My Dreams,50,153333,False,0.765,0.522,5,-12.037,1,0.0339,0.931,0.913,0.102,0.84,112.747,4,guitar
5649,Sielunvihollinen,Oodi,21,138527,False,0.215,0.995,0,-4.089,1,0.0643,0.000493,0.0118,0.333,0.307,200.154,4,black-metal
57566,Lalo Ebratt;Sebastian Yatra;Yera;Trapical Minds,Déjate Querer,0,202823,False,0.755,0.792,6,-4.238,1,0.0483,0.028,0.0,0.0754,0.842,106.015,4,latin
1931,Orquestra Voadora,Expensive Shit,17,327066,False,0.833,0.727,8,-7.346,1,0.0806,0.324,0.667,0.0575,0.657,123.028,4,afrobeat
63415,Nightnoise,Shadow Of Time,20,213506,False,0.262,0.21,10,-17.252,1,0.0344,0.905,0.00919,0.102,0.216,78.069,4,new-age
80635,Harlan Silverman,Annica,48,175250,False,0.242,0.151,2,-19.017,0,0.0346,0.932,0.892,0.107,0.252,94.624,4,sleep
53769,Lisa Nilsson,Handens fem fingrar,38,216680,False,0.471,0.166,3,-14.147,1,0.0457,0.858,0.0,0.106,0.421,169.298,4,j-pop
74083,Zhanna Bichevskaya,"Bozhe, tsarja khrani",6,109459,False,0.494,0.296,5,-10.868,1,0.0258,0.669,3.34e-06,0.662,0.636,100.053,4,romance
80187,Sayulita,La Caoba,66,159744,False,0.063,0.0295,8,-30.552,0,0.0425,0.864,0.866,0.104,0.117,65.408,3,sleep
61133,Ann Clue;Giorgia Angiuli;SQU4RE,Fallin - Giorgia Angiuli & SQU4RE Remix,39,533599,False,0.614,0.526,5,-12.913,1,0.0483,0.0207,0.772,0.0786,0.323,123.996,3,minimal-techno
45024,Almafuerte;Beto Zamarbide,Destrucción - En Vivo All Boys,20,141333,False,0.189,0.975,4,-6.35,0,0.105,0.00346,3.95e-05,0.925,0.334,152.878,4,heavy-metal
53402,YOASOBI,群青,74,248026,False,0.725,0.853,10,-3.193,1,0.0516,0.305,0.0,0.115,0.707,134.991,4,j-pop
74852,Rozei,Ooo La La,58,153600,True,0.669,0.776,1,-7.076,1,0.0358,0.00177,1.31e-05,0.143,0.477,100.019,4,sad
78542,Jason Tam;Be More Chill Original Broadway Ensemble;Be More Chill,The Pitiful Children,20,256182,False,0.388,0.64,0,-4.986,0,0.0397,0.183,0.0,0.0913,0.618,104.208,4,show-tunes
42029,Los Prisioneros,Latinoamérica Es un Pueblo al Sur de Estados Unidos,43,242216,False,0.764,0.749,9,-7.412,1,0.132,0.13,0.0,0.264,0.912,101.515,4,hard-rock
53339,Norah Jones,Christmas Don't Be Late,0,160293,False,0.464,0.356,5,-6.953,1,0.03,0.708,7.76e-05,0.108,0.265,66.377,4,j-pop
39663,Linkin Park,In Between,37,196803,False,0.454,0.498,10,-10.585,0,0.0417,0.347,0.00686,0.108,0.318,193.928,4,grunge
88062,Evgeny Grinko,Jane Maryam,64,90984,False,0.393,0.0984,0,-19.02,0,0.0445,0.984,0.921,0.122,0.139,96.939,3,turkish
67229,G. V. Prakash;Anurag Kulkarni,"Senaathipathi Nene (From ""Sardar (Telugu)"")",48,251988,False,0.597,0.627,0,-10.63,0,0.183,0.195,2.68e-05,0.0614,0.711,103.508,3,pop-film
69058,Armin van Buuren,Computers Take Over The World,0,152250,False,0.777,0.832,1,-5.739,1,0.179,0.00632,0.0508,0.12,0.775,139.917,4,progressive-house
23903,Nightcrawlers;MK,Push The Feeling On - Mk Dub Revisited Edit,67,243160,False,0.793,0.5,6,-13.108,0,0.0319,0.028,1.96e-05,0.186,0.833,123.017,4,disco
21291,Black Pantera,Mosha,25,163540,True,0.445,0.976,4,-5.854,1,0.131,0.00457,3.78e-05,0.139,0.116,107.153,4,death-metal
16319,Linn da Quebrada,Tomara,22,187562,False,0.887,0.796,8,-5.258,0,0.246,0.0964,2.42e-06,0.05,0.801,110.075,4,club
64897,Salgadinho;Vitinho,Casa do Salgado #4 - Levemente Apaixonado,43,212696,False,0.558,0.559,2,-8.494,1,0.0345,0.762,4.05e-06,0.205,0.89,149.946,4,pagode
86998,NG Rezonance,Adagio - 140 Radio Edit,28,215142,False,0.462,0.951,1,-5.783,0,0.0455,0.00025,0.93,0.174,0.051,139.971,4,trance
53143,AKB48,Beginner,19,239320,False,0.456,0.984,8,-1.799,1,0.0888,0.171,0.0,0.0916,0.597,80.002,4,j-idol
8473,Sant;Stau,O Que Separa os Homens dos Meninos,49,204000,True,0.641,0.635,9,-10.05,1,0.868,0.796,0.0,0.104,0.66,80.483,4,brazil
41959,Metallica,Sad But True,71,323933,False,0.633,0.846,7,-6.347,1,0.0337,0.000819,0.00139,0.0762,0.448,89.23,4,hard-rock
33258,Kalash,Mada,33,203700,True,0.86,0.61,10,-7.17,0,0.0658,0.0992,0.000473,0.101,0.144,112.098,4,french
48282,Pritam;Mohan Kannan;Amitabh Bhattacharya,"Kahani (From ""Laal Singh Chaddha"")",68,208539,False,0.406,0.336,1,-12.011,1,0.0345,0.815,5.26e-06,0.0888,0.327,149.354,3,indian
70743,Ultraje a Rigor,Zoraide - Acústico,36,208146,False,0.527,0.966,2,-4.288,1,0.0674,0.0614,1.75e-06,0.907,0.76,91.52,4,punk-rock
42910,Run–D.M.C.;Aerosmith,Walk This Way (feat. Aerosmith),70,310386,False,0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,4,hardcore
63992,Il Volo,E Piu’ Ti Penso,21,287106,False,0.235,0.318,2,-9.582,1,0.0333,0.928,0.0136,0.111,0.101,88.812,4,opera
51122,Tension Prophecy,Brain Scratch,0,252566,False,0.417,0.961,1,-6.332,1,0.091,6.48e-05,0.85,0.209,0.233,109.998,4,iranian
33949,GORDÃO DO PC;DJ 2K DO TAQUARIL;MC Garoto;MC MK DA ZL;Mc Leozin,Mansão Com as Bebê,46,162461,True,0.643,0.659,2,-2.683,1,0.416,0.719,0.0423,0.101,0.35,86.514,5,funk
61095,Mario Ochoa,Levitate - Original Mix,0,491162,False,0.669,0.927,3,-5.177,0,0.0547,0.00482,0.838,0.0902,0.32,128.995,4,minimal-techno
67976,Taylor Swift,Don’t Blame Me,88,236413,False,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,4,pop
36298,Israel Salazar,Fé Inabalável,40,340714,False,0.523,0.585,11,-5.366,1,0.0299,0.572,0.0,0.174,0.297,112.018,4,gospel
48855,Pritam;Arijit Singh;Antara Mitra,"Gerua (From ""Dilwale"")",46,345558,False,0.371,0.668,11,-7.269,0,0.0497,0.636,2e-06,0.294,0.403,87.458,4,indian
77466,Ícaro e Gilmar,Sonho por Sonho / Desculpe Mas Eu Vou Chorar (Ao Vivo),46,216122,False,0.443,0.606,0,-4.785,1,0.038,0.63,0.0,0.652,0.496,144.118,4,sertanejo
85336,Carlos Gardel;Daniel Barenboim;Rodolfo Mederos;Héctor Console,Gardel / Arr. Carli: Mi Buenos Aires querido,21,236600,False,0.542,0.176,7,-14.148,1,0.052,0.731,0.101,0.0659,0.33,104.558,4,tango
44009,Mandy,Lift Me Up,47,170374,False,0.528,0.952,0,-2.188,0,0.273,0.0068,0.0407,0.36,0.431,151.961,4,hardstyle
16985,Afroman,Crazy Rap (Colt 45 & 2 Zig Zags),74,328666,True,0.927,0.367,9,-7.797,1,0.382,0.325,0.0,0.132,0.576,99.053,4,comedy
55020,Yuvan Shankar Raja;Udit Narayan,Enkeyoo Partha,68,320960,False,0.822,0.446,7,-8.899,0,0.0321,0.486,0.00102,0.147,0.654,119.994,4,k-pop
62498,Diogo Nogueira,Não Sou Mais Disso / Tristeza - Ao Vivo,39,122942,False,0.388,0.807,2,-6.576,0,0.0576,0.66,0.0,0.92,0.843,120.671,4,mpb
49723,Marilyn Manson,Tainted Love,62,200426,False,0.622,0.876,8,-7.779,1,0.0728,0.00107,1.83e-06,0.292,0.537,142.017,4,industrial
23665,Irene Cara,Flashdance... What A Feeling - '95 Version,53,229213,False,0.658,0.748,7,-6.159,0,0.0353,0.204,5.66e-06,0.138,0.662,129.03,4,disco
40505,Jeff Peterson,Someone To Watch Over Me,22,254906,False,0.351,0.323,0,-19.311,1,0.0469,0.991,0.885,0.715,0.321,79.559,4,guitar
40493,Steve Vai,Whispering a Prayer,27,525626,False,0.155,0.3,4,-13.669,1,0.0429,0.648,0.719,0.938,0.159,80.568,4,guitar
55527,TAEYEON,INVU,72,204973,False,0.599,0.816,11,-3.412,0,0.0556,0.0911,2.17e-06,0.0961,0.399,106.962,4,k-pop
21407,The Haunted,Sweet Relief,22,208640,False,0.476,0.992,2,-3.297,1,0.129,1.26e-06,0.165,0.269,0.173,105.016,4,death-metal
17933,D.L. Hughley,Guns,19,144298,True,0.571,0.918,7,-8.381,1,0.913,0.77,0.0,0.794,0.147,126.638,5,comedy
87117,DJ Shadow,Midnight In A Perfect World,55,298373,False,0.664,0.644,7,-9.334,0,0.0352,0.531,0.661,0.251,0.646,79.526,4,trip-hop
1075,Criolo,Samba Sambei (Dub Mix),32,220653,False,0.795,0.664,11,-10.679,1,0.0519,0.188,0.89,0.172,0.854,136.029,4,afrobeat
73613,Elvis Presley,My Boy,55,198853,False,0.387,0.534,11,-11.809,0,0.0331,0.586,0.00084,0.607,0.372,92.475,4,rockabilly
68694,Radioactivity,Locked in My Head,21,149093,False,0.23,0.949,10,-3.786,1,0.0693,0.00183,0.911,0.259,0.506,189.929,4,power-pop
25535,Pia Allgaier;Pat Lawson,Ewig und für immer (Reprise),18,120066,False,0.292,0.181,3,-13.796,1,0.0461,0.925,5.6e-06,0.217,0.116,138.526,5,disney
3784,Bethel Music;Cory Asbury,Egypt - Live,58,383447,False,0.328,0.845,8,-6.606,1,0.0407,0.000227,0.0,0.138,0.282,149.773,4,ambient
57594,"Héctor ""El Father""",Voy Subiendo,0,256893,False,0.75,0.916,7,-4.773,1,0.214,0.0566,0.000458,0.175,0.505,92.004,4,latin
3207,Baby Tate,Dancing Queen,0,193076,True,0.908,0.559,11,-6.329,1,0.333,0.00656,0.0,0.234,0.616,143.993,4,alternative
55416,Yuvan Shankar Raja,Sudasuda Thooral,50,306506,False,0.718,0.729,3,-5.458,0,0.0294,0.452,0.0117,0.0887,0.274,119.987,4,k-pop
41391,Rotterdam Terror Corps;Soulblast,The Horror - Soulblast Remix,20,187200,True,0.731,0.948,1,-2.64,1,0.204,0.0854,0.000199,0.379,0.125,99.998,4,happy
31733,Calcinha Preta,Ainda Te Amo,47,251053,False,0.595,0.526,9,-6.173,1,0.0255,0.487,0.0,0.373,0.489,101.98,4,forro
38668,Chimaira,Dead Inside,0,225666,True,0.384,0.982,9,-3.132,1,0.179,0.000125,0.293,0.354,0.284,105.363,4,groove
55692,BTS,Respect,64,237540,False,0.661,0.838,0,-4.806,1,0.116,0.00491,0.0,0.287,0.526,91.463,4,k-pop
89002,one sonic society,Great Are You Lord,59,232379,False,0.492,0.656,9,-7.361,1,0.0365,0.0832,0.0,0.202,0.358,147.948,3,world-music
78838,Hozier,Almost (Sweet Music),63,217480,False,0.523,0.687,7,-5.601,1,0.105,0.0215,2.86e-06,0.203,0.711,90.036,4,singer-songwriter
48229,Pritam;KK,Dil Ibaadat,69,329386,False,0.59,0.859,2,-5.005,0,0.0416,0.633,0.0,0.286,0.634,149.966,4,indian
16075,Linn da Quebrada,pense & dance,31,286617,False,0.783,0.764,1,-7.754,1,0.132,0.265,0.000125,0.124,0.439,130.972,4,club
81364,Black Pumas,Colors,67,246586,False,0.391,0.692,1,-6.543,0,0.0462,0.0946,1.58e-05,0.191,0.56,180.008,4,soul
35072,Cyberbully Mom Club,Life Time Warranty,54,203650,False,0.571,0.307,4,-17.542,0,0.0383,0.689,0.926,0.128,0.447,129.227,4,garage
78792,Jillian Rossi,Give Me A Reason,65,135306,False,0.33,0.658,9,-5.551,1,0.0929,0.31,7.37e-05,0.0988,0.142,194.98,4,singer-songwriter
70684,Waterparks,Turbulent,66,162577,True,0.532,0.841,4,-4.993,0,0.172,0.0272,0.0,0.136,0.23,172.004,4,punk-rock
40217,Joseph Sullinger,Solitude,40,167978,False,0.473,0.108,9,-18.716,1,0.132,0.987,0.905,0.105,0.191,110.29,3,guitar
14451,Sarah Meow;Shiloh,I'll Keep You Safe,58,116881,False,0.758,0.206,7,-16.333,1,0.112,0.922,0.00518,0.177,0.389,115.008,4,chill
21955,Deep Chills;Brendan Mills,Nalu,56,149000,False,0.675,0.638,7,-6.141,0,0.031,0.142,0.0365,0.245,0.234,120.087,4,deep-house
23701,Rick James,Give It To Me Baby,0,248626,False,0.693,0.77,11,-6.98,1,0.0762,0.0127,0.000613,0.0655,0.883,119.533,4,disco
28915,Sickflip;Mismatched,Dimple,45,153290,False,0.573,0.482,6,-10.494,0,0.0347,0.83,0.785,0.11,0.193,155.002,4,electro
53817,AK-69,Hangover,37,233653,True,0.651,0.756,3,-3.485,0,0.0281,0.0107,0.0,0.201,0.402,97.964,4,j-pop
19435,Akon,Lonely,5,235266,True,0.627,0.627,5,-5.861,0,0.0341,0.367,0.0,0.294,0.555,90.061,4,dance
72304,Alberto Vazquez,El Último Beso,34,192933,False,0.639,0.441,0,-10.665,1,0.0272,0.35,0.0,0.509,0.663,120.396,4,rock-n-roll
50176,Nine Inch Nails,March Of The Pigs,49,178493,True,0.503,0.903,2,-7.427,1,0.0527,0.0218,0.197,0.0861,0.0586,134.462,1,industrial
55508,Anuradha Paudwal;Kumar Sanu,Dil Hai Ki Manta Nahin,50,372293,False,0.499,0.534,8,-9.081,1,0.0316,0.877,0.00282,0.195,0.717,117.524,4,k-pop
18112,Blake Shelton,God's Country,0,204800,False,0.537,0.754,10,-5.102,1,0.0399,0.0586,4.8e-06,0.118,0.212,139.986,4,country
70234,"Crosby, Stills & Nash",Our House,51,226560,False,0.47,0.462,9,-10.656,1,0.0519,0.889,6.3e-05,0.646,0.333,129.135,4,psych-rock
